1.256935537138130499e-01 4.306640625000000000e+00
9.208948281888912346e-02 8.613281250000000000e+00
1.307459569687025869e-01 1.291992187500000000e+01
1.232252211839775513e-01 1.722656250000000000e+01
2.030082289995250450e-02 2.153320312500000000e+01
1.311283092498062852e-01 2.583984375000000000e+01
1.311551137155412827e-01 3.014648437500000000e+01
9.524840035600709576e-02 3.445312500000000000e+01
1.105972463385179461e-01 3.875976562500000000e+01
1.743879129325433541e-01 4.306640625000000000e+01
1.378658879471856835e-01 4.737304687500000000e+01
9.125463011384217504e-02 5.167968750000000000e+01
1.283802422997566139e-01 5.598632812500000000e+01
1.123477876624640881e-01 6.029296875000000000e+01
2.320566741721417220e-02 6.459960937500000000e+01
1.383510701454185587e-01 6.890625000000000000e+01
1.576542612965951551e-01 7.321289062500000000e+01
8.237290568216301678e-02 7.751953125000000000e+01
1.385528277899111260e-01 8.182617187500000000e+01
1.727394360625523206e-01 8.613281250000000000e+01
1.596275984757248578e-01 9.043945312500000000e+01
6.625089736613296032e-02 9.474609375000000000e+01
1.302696531982933947e-01 9.905273437500000000e+01
1.087404134789531629e-01 1.033593750000000000e+02
8.592055253281782878e-02 1.076660156250000000e+02
1.356256349584243071e-01 1.119726562500000000e+02
1.671216045838391229e-01 1.162792968750000000e+02
8.350219572353786979e-02 1.205859375000000000e+02
2.033475212342790162e-01 1.248925781250000000e+02
2.446193189540144530e-01 1.291992187500000000e+02
1.252405942062345401e-01 1.335058593750000000e+02
1.661769269584645325e-01 1.378125000000000000e+02
1.806541487976941751e-01 1.421191406250000000e+02
1.823004716741395970e-01 1.464257812500000000e+02
2.854027352489873007e-02 1.507324218750000000e+02
9.325756588480647868e-02 1.550390625000000000e+02
1.433756468060096156e-01 1.593457031250000000e+02
7.246080988410591450e-02 1.636523437500000000e+02
1.468260207263731854e-01 1.679589843750000000e+02
8.903690645629935840e-02 1.722656250000000000e+02
2.041066845515822625e-01 1.765722656250000000e+02
3.427083117586308125e-01 1.808789062500000000e+02
1.367299221356847450e-01 1.851855468750000000e+02
7.678079881282653951e-02 1.894921875000000000e+02
1.100464890150897324e-01 1.937988281250000000e+02
1.344298499751295228e-01 1.981054687500000000e+02
6.868036419163384143e-02 2.024121093750000000e+02
1.417934024582784558e-01 2.067187500000000000e+02
1.258588351733933297e-01 2.110253906250000000e+02
2.773335527649958832e-01 2.153320312500000000e+02
2.857336778112746778e-01 2.196386718750000000e+02
2.546720020483180247e-01 2.239453125000000000e+02
7.254821176563629181e-02 2.282519531250000000e+02
1.729673895411576456e-01 2.325585937500000000e+02
2.670374039327311211e-01 2.368652343750000000e+02
7.132860734954322990e-02 2.411718750000000000e+02
3.925407214559168551e-02 2.454785156250000000e+02
1.995126806311184886e-01 2.497851562500000000e+02
6.925009255754979720e-02 2.540917968750000000e+02
2.300321225559255611e-01 2.583984375000000000e+02
4.237045935378807582e-01 2.627050781250000000e+02
3.202539181715429728e-01 2.670117187500000000e+02
2.480621395595388468e-01 2.713183593750000000e+02
1.081157477253386484e-01 2.756250000000000000e+02
2.892801478424104067e-01 2.799316406250000000e+02
1.730218484333846674e-01 2.842382812500000000e+02
2.310698952420190133e-01 2.885449218750000000e+02
1.132087979104078324e-01 2.928515625000000000e+02
2.434413308122636010e-01 2.971582031250000000e+02
3.844465085618862799e-01 3.014648437500000000e+02
1.101263885981867002e-01 3.057714843750000000e+02
1.103280094273708933e-01 3.100781250000000000e+02
1.863465741293169609e-01 3.143847656250000000e+02
3.063927196062917746e-01 3.186914062500000000e+02
1.961394378112414072e-01 3.229980468750000000e+02
3.076037171932068381e-01 3.273046875000000000e+02
2.992509387161670364e-01 3.316113281250000000e+02
1.425681473553196688e-01 3.359179687500000000e+02
2.614809545217645637e-01 3.402246093750000000e+02
7.767282514093400148e-02 3.445312500000000000e+02
1.167262678521458208e-01 3.488378906250000000e+02
1.065749195423127821e-01 3.531445312500000000e+02
1.506901836232876213e-01 3.574511718750000000e+02
3.310043183803722533e-01 3.617578125000000000e+02
3.096674720485296795e-01 3.660644531250000000e+02
2.023595877594871750e-01 3.703710937500000000e+02
8.257051047522484533e-02 3.746777343750000000e+02
1.329332244347249670e-01 3.789843750000000000e+02
1.092371487455819495e-01 3.832910156250000000e+02
2.238312088914621023e-01 3.875976562500000000e+02
1.316662775730524371e-01 3.919042968750000000e+02
6.578558181215417300e-02 3.962109375000000000e+02
1.840793233480507995e-01 4.005175781250000000e+02
1.678327858036748332e-01 4.048242187500000000e+02
1.036611263423742879e-01 4.091308593750000000e+02
1.992708643960815762e-01 4.134375000000000000e+02
8.127289314305213841e-02 4.177441406250000000e+02
1.860474057725861330e-01 4.220507812500000000e+02
1.537512411388529954e-01 4.263574218750000000e+02
2.157571259168315769e-01 4.306640625000000000e+02
1.209259794265577503e-01 4.349707031250000000e+02
2.656444021795270269e-02 4.392773437500000000e+02
1.200161425128877940e-01 4.435839843750000000e+02
2.797972319785630990e-01 4.478906250000000000e+02
2.433895069388251065e-01 4.521972656250000000e+02
3.436114625663141409e-01 4.565039062500000000e+02
5.479202551148427691e-01 4.608105468750000000e+02
2.581633583244887786e-01 4.651171875000000000e+02
2.277630870919201689e-01 4.694238281250000000e+02
3.650130745054059322e-01 4.737304687500000000e+02
2.297668287406242904e-01 4.780371093750000000e+02
9.394393331492546795e-02 4.823437500000000000e+02
1.266292113808837605e-01 4.866503906250000000e+02
8.082930198340401717e-02 4.909570312500000000e+02
1.196374995012536718e-01 4.952636718750000000e+02
2.016437227740952853e-01 4.995703125000000000e+02
3.278839731034757232e-01 5.038769531250000000e+02
1.457407619098868290e-01 5.081835937500000000e+02
8.203377283503029971e-02 5.124902343750000000e+02
2.346134926822419364e-01 5.167968750000000000e+02
1.640645321911461396e-01 5.211035156250000000e+02
7.772591290882047144e-02 5.254101562500000000e+02
9.237835856989128069e-02 5.297167968750000000e+02
9.070681563796449687e-02 5.340234375000000000e+02
8.529095289028999771e-02 5.383300781250000000e+02
1.544306655491151092e-01 5.426367187500000000e+02
2.410817056374541800e-01 5.469433593750000000e+02
1.160595413486212868e-01 5.512500000000000000e+02
8.498223884677612305e-02 5.555566406250000000e+02
2.581183939036275077e-01 5.598632812500000000e+02
1.724016271823159696e-01 5.641699218750000000e+02
1.952517980263366454e-02 5.684765625000000000e+02
2.576817006744651084e-01 5.727832031250000000e+02
3.090529860203045098e-01 5.770898437500000000e+02
5.383134129853275190e-02 5.813964843750000000e+02
2.744494011878657047e-01 5.857031250000000000e+02
3.942590430913047728e-01 5.900097656250000000e+02
3.033007834818005621e-01 5.943164062500000000e+02
2.509104433776543908e-01 5.986230468750000000e+02
2.555274248484675770e-01 6.029296875000000000e+02
2.014238895424364517e-01 6.072363281250000000e+02
5.836494006453559619e-02 6.115429687500000000e+02
1.028354544035579299e-01 6.158496093750000000e+02
7.139917434147725894e-02 6.201562500000000000e+02
1.281387563807820651e-01 6.244628906250000000e+02
8.852507046703118887e-02 6.287695312500000000e+02
2.484042370696750157e-01 6.330761718750000000e+02
3.708926278968776580e-01 6.373828125000000000e+02
3.287800792674085426e-01 6.416894531250000000e+02
2.758775166324854977e-01 6.459960937500000000e+02
1.739313816784880673e-01 6.503027343750000000e+02
6.468786972245932354e-02 6.546093750000000000e+02
1.254561271067214934e-01 6.589160156250000000e+02
1.418136395001928229e-01 6.632226562500000000e+02
4.610491923452993968e-01 6.675292968750000000e+02
4.118819848405656792e-02 6.718359375000000000e+02
4.143787251387114345e-01 6.761425781250000000e+02
7.494633582376969416e-01 6.804492187500000000e+02
4.906669561165480919e-01 6.847558593750000000e+02
1.782423232012669556e-01 6.890625000000000000e+02
2.321223326370400186e-01 6.933691406250000000e+02
3.960877930588938556e-01 6.976757812500000000e+02
5.788741322621965280e-01 7.019824218750000000e+02
6.885351947253649518e-01 7.062890625000000000e+02
1.654868423300867475e+00 7.105957031250000000e+02
9.665156902197297173e-01 7.149023437500000000e+02
3.992346413853740117e-01 7.192089843750000000e+02
3.408064852415095269e-01 7.235156250000000000e+02
4.365540204021097770e-01 7.278222656250000000e+02
5.400573584146058925e-01 7.321289062500000000e+02
3.575942651392327587e-01 7.364355468750000000e+02
1.381769051244302882e-01 7.407421875000000000e+02
1.521413689368908695e-01 7.450488281250000000e+02
2.767903001209774949e-01 7.493554687500000000e+02
3.997409354116591707e-01 7.536621093750000000e+02
5.418970699058899276e-01 7.579687500000000000e+02
1.958625918440927982e-01 7.622753906250000000e+02
1.615383093021424687e-01 7.665820312500000000e+02
5.188364414845923062e-02 7.708886718750000000e+02
4.300493926905806230e-01 7.751953125000000000e+02
3.236403726357199306e-01 7.795019531250000000e+02
1.401088460666931323e-01 7.838085937500000000e+02
1.164189131706823283e-01 7.881152343750000000e+02
2.843552474281472175e-01 7.924218750000000000e+02
4.497414269417128185e-01 7.967285156250000000e+02
4.095641244173436335e-01 8.010351562500000000e+02
1.777307488226919641e-01 8.053417968750000000e+02
3.248812850428157706e-01 8.096484375000000000e+02
2.664832812607244028e-01 8.139550781250000000e+02
7.115454979985109674e-01 8.182617187500000000e+02
4.610897477698726599e-01 8.225683593750000000e+02
7.735462719511618235e-02 8.268750000000000000e+02
1.293866095362950497e-01 8.311816406250000000e+02
1.384751081733470723e-01 8.354882812500000000e+02
3.439571232566332459e-01 8.397949218750000000e+02
4.531178369369843750e-01 8.441015625000000000e+02
1.398646957332821683e-01 8.484082031250000000e+02
2.874625349505368632e-01 8.527148437500000000e+02
1.681412875208960211e-01 8.570214843750000000e+02
6.655600043250228248e-01 8.613281250000000000e+02
5.797362746457827010e-01 8.656347656250000000e+02
6.107820963803675673e-02 8.699414062500000000e+02
1.938945563934974525e-01 8.742480468750000000e+02
3.445847799297763192e-01 8.785546875000000000e+02
2.268062045762857526e-01 8.828613281250000000e+02
3.055271768887571904e-01 8.871679687500000000e+02
4.483694277817013019e-01 8.914746093750000000e+02
3.133677995984464060e-01 8.957812500000000000e+02
1.899309957519685343e-01 9.000878906250000000e+02
5.000407337194793245e-01 9.043945312500000000e+02
5.053614692718837453e-01 9.087011718750000000e+02
3.288147604060087659e-01 9.130078125000000000e+02
1.530692693313393249e-01 9.173144531250000000e+02
1.606221381034895757e-01 9.216210937500000000e+02
4.784761794567343740e-01 9.259277343750000000e+02
1.034485315404801709e+00 9.302343750000000000e+02
7.442122351722809670e-01 9.345410156250000000e+02
9.345861999094751127e-02 9.388476562500000000e+02
5.424870213401495889e-01 9.431542968750000000e+02
7.222646880945661207e-01 9.474609375000000000e+02
4.276270835956453853e-01 9.517675781250000000e+02
5.329309832335666908e-01 9.560742187500000000e+02
5.937205228149964320e-01 9.603808593750000000e+02
3.188221101363454268e-01 9.646875000000000000e+02
1.456404677405744030e-01 9.689941406250000000e+02
8.655173902549297971e-01 9.733007812500000000e+02
8.975362395658970094e-01 9.776074218750000000e+02
4.264095981440723104e-01 9.819140625000000000e+02
5.794662116510482797e-01 9.862207031250000000e+02
1.108481625174914109e+00 9.905273437500000000e+02
6.602014647979760342e-01 9.948339843750000000e+02
8.561129538529945737e-01 9.991406250000000000e+02
9.706210922122201490e-01 1.003447265625000000e+03
3.448230498643882203e-01 1.007753906250000000e+03
5.869749865094974206e-01 1.012060546875000000e+03
1.707636452151168216e+00 1.016367187500000000e+03
2.251782800709736687e+00 1.020673828125000000e+03
1.029271373883634766e+00 1.024980468750000000e+03
1.376440067577254567e+00 1.029287109375000000e+03
2.601870472721252714e+00 1.033593750000000000e+03
2.345853169198346855e+00 1.037900390625000000e+03
1.903084584918366184e+00 1.042207031250000000e+03
1.585101194099806321e+00 1.046513671875000000e+03
1.252668071389517745e+00 1.050820312500000000e+03
2.613737015761510296e+00 1.055126953125000000e+03
4.823262207534020796e+00 1.059433593750000000e+03
4.811163608032622108e+00 1.063740234375000000e+03
2.509442295935683021e+00 1.068046875000000000e+03
2.142468035205803201e+00 1.072353515625000000e+03
2.390023752167916626e+00 1.076660156250000000e+03
2.172340988096066461e+00 1.080966796875000000e+03
4.177384851553019862e-01 1.085273437500000000e+03
1.567235345296954074e+00 1.089580078125000000e+03
1.141980872207431608e+00 1.093886718750000000e+03
1.082294634828701446e-01 1.098193359375000000e+03
7.845582765956009563e-01 1.102500000000000000e+03
1.024658644927707751e+00 1.106806640625000000e+03
5.633560506604460283e-01 1.111113281250000000e+03
6.611123564005043640e-01 1.115419921875000000e+03
1.008735254635358819e-01 1.119726562500000000e+03
4.689121172125070292e-01 1.124033203125000000e+03
7.059553902850062013e-01 1.128339843750000000e+03
5.088764312872732232e-01 1.132646484375000000e+03
4.303617317150940647e-01 1.136953125000000000e+03
8.140125814636416102e-02 1.141259765625000000e+03
4.553409220554478498e-01 1.145566406250000000e+03
1.159838082565380235e+00 1.149873046875000000e+03
1.567366064307428974e+00 1.154179687500000000e+03
1.592893629460373051e+00 1.158486328125000000e+03
2.954847594710430791e-01 1.162792968750000000e+03
8.108382659781748769e-01 1.167099609375000000e+03
1.640680510413053739e+00 1.171406250000000000e+03
9.803395744788040433e-01 1.175712890625000000e+03
7.148876847175753557e-01 1.180019531250000000e+03
2.095848389694137948e-01 1.184326171875000000e+03
7.213441418684760631e-01 1.188632812500000000e+03
8.575968634347023167e-01 1.192939453125000000e+03
1.362019441532374975e+00 1.197246093750000000e+03
1.315465240554701376e+00 1.201552734375000000e+03
1.385181643582372280e+00 1.205859375000000000e+03
3.298213943190130837e-01 1.210166015625000000e+03
1.408682905021163834e-01 1.214472656250000000e+03
1.388341023974040134e-01 1.218779296875000000e+03
3.530044689752116494e-01 1.223085937500000000e+03
3.995070435989875879e-01 1.227392578125000000e+03
4.371852137576656139e-01 1.231699218750000000e+03
3.770567073613961817e-01 1.236005859375000000e+03
2.488956043562710052e-01 1.240312500000000000e+03
3.842817266279316968e-01 1.244619140625000000e+03
8.902189121871890709e-01 1.248925781250000000e+03
6.850464720183810918e-01 1.253232421875000000e+03
3.596534748394725201e-01 1.257539062500000000e+03
6.703110184148656225e-01 1.261845703125000000e+03
3.272321098281165686e-01 1.266152343750000000e+03
5.236460900450492506e-01 1.270458984375000000e+03
3.704124373541421433e-01 1.274765625000000000e+03
2.637110768178593800e-01 1.279072265625000000e+03
2.599055311297398529e-01 1.283378906250000000e+03
2.195506636723870419e-01 1.287685546875000000e+03
7.970101164740448496e-01 1.291992187500000000e+03
3.823329980402889183e-01 1.296298828125000000e+03
4.698686911166903846e-01 1.300605468750000000e+03
3.865878213195340085e-01 1.304912109375000000e+03
4.938482687490094447e-01 1.309218750000000000e+03
6.164906642006533488e-01 1.313525390625000000e+03
6.564386864000452126e-01 1.317832031250000000e+03
8.988514839889490959e-01 1.322138671875000000e+03
3.416976953958991703e-01 1.326445312500000000e+03
2.905056821818959856e-01 1.330751953125000000e+03
3.380297528292388609e-01 1.335058593750000000e+03
6.163493654879111938e-01 1.339365234375000000e+03
6.663256961688002189e-01 1.343671875000000000e+03
5.776343147493989694e-01 1.347978515625000000e+03
6.099476546869724292e-01 1.352285156250000000e+03
4.240065763142076838e-01 1.356591796875000000e+03
2.226071864202931738e-01 1.360898437500000000e+03
2.475857701713747860e-01 1.365205078125000000e+03
3.355412551599646909e-01 1.369511718750000000e+03
6.996992332730531672e-01 1.373818359375000000e+03
8.030088493604433664e-01 1.378125000000000000e+03
5.440332691391551734e-01 1.382431640625000000e+03
5.933004906111861709e-01 1.386738281250000000e+03
6.577796488445398770e-01 1.391044921875000000e+03
1.622100148610629011e+00 1.395351562500000000e+03
1.240008461924277938e+00 1.399658203125000000e+03
4.926980634050103780e-01 1.403964843750000000e+03
3.418131656006864194e-01 1.408271484375000000e+03
5.599442780009098453e-01 1.412578125000000000e+03
6.477983694241056245e-01 1.416884765625000000e+03
3.498309235661883343e-01 1.421191406250000000e+03
7.454709895133819764e-01 1.425498046875000000e+03
9.112114316085233590e-01 1.429804687500000000e+03
3.304938911820928249e-01 1.434111328125000000e+03
3.525409696663888148e-01 1.438417968750000000e+03
4.683165164110963952e-01 1.442724609375000000e+03
3.473836618915438490e-01 1.447031250000000000e+03
1.230335619427538746e-01 1.451337890625000000e+03
4.770689870370833918e-01 1.455644531250000000e+03
6.747037989517534751e-01 1.459951171875000000e+03
4.897729374088183318e-01 1.464257812500000000e+03
4.083458856621878796e-01 1.468564453125000000e+03
6.908696046608989727e-01 1.472871093750000000e+03
3.496407183137776875e-01 1.477177734375000000e+03
